               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.023327,            0.088386,           0.0018498,             0.80408,             0.74351,             0.77374,             0.55697,            0.025098,             0.13024,           0.0074499,           0.0069112,           0.0069112,           0.0069112
                 158,            0.023998,            0.091471,           0.0017397,             0.76298,             0.77626,             0.76514,             0.55361,             0.02494,             0.13174,            0.008411,           0.0068914,           0.0068914,           0.0068914
                 159,            0.024717,            0.094562,           0.0018229,             0.74293,             0.75681,             0.76619,             0.55084,             0.02512,             0.13017,           0.0083566,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023248,             0.08832,           0.0017965,             0.79468,             0.67603,             0.76001,             0.55243,            0.024317,             0.13237,           0.0084076,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023398,            0.089808,           0.0017474,             0.73763,             0.75551,             0.76541,              0.5529,             0.02435,             0.12853,           0.0075646,            0.006832,            0.006832,            0.006832
                 162,            0.024091,             0.09449,           0.0018024,             0.78731,              0.7352,             0.77761,             0.56402,            0.023765,               0.129,           0.0073494,           0.0068122,           0.0068122,           0.0068122
                 163,            0.022785,            0.086669,           0.0019215,             0.78272,             0.72525,             0.78283,             0.57086,            0.023903,             0.12927,            0.007968,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023301,            0.084942,           0.0018817,             0.79449,             0.72246,             0.78646,             0.57097,            0.023819,             0.12702,           0.0075247,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023288,            0.088454,           0.0017766,             0.73965,             0.73815,             0.77463,              0.5602,             0.02412,             0.12625,            0.007586,           0.0067528,           0.0067528,           0.0067528
                 166,             0.02394,            0.090905,           0.0018353,             0.76399,             0.72694,             0.77385,              0.5585,            0.024047,             0.12857,           0.0076433,            0.006733,            0.006733,            0.006733
                 167,            0.023292,            0.092157,           0.0019755,             0.72672,             0.76823,             0.78065,             0.56592,             0.02513,             0.12938,           0.0078023,           0.0067132,           0.0067132,           0.0067132
                 168,            0.024808,            0.091183,           0.0018142,             0.79925,             0.70577,             0.78637,             0.57578,            0.023697,             0.12633,           0.0077004,           0.0066934,           0.0066934,           0.0066934
                 169,            0.023024,            0.094503,           0.0017462,             0.74134,             0.75207,             0.78536,             0.57862,            0.023722,             0.12271,           0.0084146,           0.0066736,           0.0066736,           0.0066736
                 170,            0.022475,             0.08917,           0.0017168,             0.83808,              0.7065,              0.8002,             0.59508,            0.024576,             0.12724,           0.0084234,           0.0066538,           0.0066538,           0.0066538
                 171,            0.023207,            0.089272,           0.0016489,             0.81594,             0.72752,             0.81384,             0.59358,            0.023799,             0.12633,            0.007622,            0.006634,            0.006634,            0.006634
                 172,             0.02319,            0.087269,           0.0018222,               0.772,             0.76525,             0.78226,             0.57477,            0.023726,             0.12478,           0.0079231,           0.0066142,           0.0066142,           0.0066142
                 173,            0.022802,            0.091749,           0.0018108,             0.77791,             0.72523,             0.77612,              0.5656,            0.023793,             0.12639,           0.0096266,           0.0065944,           0.0065944,           0.0065944
                 174,            0.023872,            0.093966,           0.0017363,             0.75103,             0.75514,             0.78681,             0.57328,            0.024346,             0.12559,           0.0086354,           0.0065746,           0.0065746,           0.0065746
                 175,            0.022838,            0.086208,            0.001763,             0.78159,             0.76316,             0.78434,             0.57707,            0.023533,               0.126,           0.0084001,           0.0065548,           0.0065548,           0.0065548
                 176,            0.023747,            0.093508,           0.0016961,             0.75688,             0.78154,             0.77957,             0.56312,            0.024196,             0.12588,           0.0088627,            0.006535,            0.006535,            0.006535
                 177,            0.022271,            0.091485,           0.0016273,             0.78688,             0.77012,             0.78199,             0.57708,            0.023822,             0.12654,           0.0087873,           0.0065152,           0.0065152,           0.0065152
                 178,            0.023547,            0.090312,            0.001798,              0.8156,             0.73233,             0.78496,             0.57623,            0.023823,             0.12889,           0.0088131,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022085,            0.087422,            0.001649,             0.82236,             0.74378,             0.80226,             0.58246,            0.024248,             0.13178,           0.0074584,           0.0064756,           0.0064756,           0.0064756
                 180,            0.022879,            0.088438,           0.0016561,             0.80003,             0.75574,             0.79907,             0.57838,            0.024428,             0.12984,           0.0069126,           0.0064558,           0.0064558,           0.0064558
                 181,            0.022664,            0.088092,           0.0015933,             0.75901,             0.78355,             0.79972,             0.58257,            0.023574,             0.12347,            0.007087,            0.006436,            0.006436,            0.006436
                 182,            0.023558,            0.086921,            0.001805,             0.78244,             0.77456,             0.80075,             0.58958,            0.023786,             0.12639,           0.0079456,           0.0064162,           0.0064162,           0.0064162
                 183,            0.022435,            0.089519,           0.0016733,             0.80759,             0.73762,             0.77793,             0.56281,            0.024298,             0.13083,           0.0089308,           0.0063964,           0.0063964,           0.0063964
                 184,            0.022664,            0.088914,           0.0016786,             0.82649,             0.73022,             0.79128,             0.57779,            0.023484,             0.12729,           0.0079062,           0.0063766,           0.0063766,           0.0063766
                 185,            0.021805,            0.087712,           0.0015847,             0.83208,             0.71199,             0.79684,             0.57281,            0.024081,             0.13079,           0.0078785,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022657,            0.092135,           0.0015746,             0.82922,              0.7291,             0.80707,             0.58353,            0.023637,             0.12732,           0.0075716,            0.006337,            0.006337,            0.006337
                 187,            0.022102,            0.086068,           0.0016208,             0.79736,             0.72011,             0.79185,             0.58291,             0.02385,              0.1285,           0.0074459,           0.0063172,           0.0063172,           0.0063172
                 188,            0.023591,            0.091631,           0.0017077,             0.76909,             0.72393,              0.7879,             0.58252,            0.023557,               0.127,           0.0075007,           0.0062974,           0.0062974,           0.0062974
                 189,            0.023045,            0.087473,           0.0017033,             0.71919,             0.77089,             0.77527,             0.56999,            0.023592,             0.12789,           0.0077559,           0.0062776,           0.0062776,           0.0062776
                 190,            0.023091,            0.084692,           0.0015927,             0.74069,             0.75863,             0.78134,             0.56415,            0.024087,             0.13111,           0.0083502,           0.0062578,           0.0062578,           0.0062578
                 191,            0.021612,            0.088935,           0.0015683,             0.71932,             0.81614,             0.78875,             0.57605,            0.023844,             0.13128,           0.0085261,            0.006238,            0.006238,            0.006238
                 192,            0.023645,            0.086707,           0.0015508,             0.77893,             0.74878,             0.79076,             0.58054,            0.024305,             0.13042,           0.0083222,           0.0062182,           0.0062182,           0.0062182
                 193,            0.022482,             0.08535,            0.001667,             0.73909,             0.77139,             0.78347,             0.56907,            0.024019,             0.13149,           0.0084117,           0.0061984,           0.0061984,           0.0061984
                 194,            0.021315,            0.084548,           0.0015787,             0.76399,             0.75907,              0.7909,             0.58517,             0.02326,             0.12529,           0.0076621,           0.0061786,           0.0061786,           0.0061786
                 195,             0.02179,            0.085778,           0.0016007,             0.78242,             0.76061,             0.80159,             0.59357,            0.023928,             0.12889,           0.0076827,           0.0061588,           0.0061588,           0.0061588
                 196,            0.024122,            0.092813,           0.0015625,             0.77486,             0.77419,             0.80599,             0.59179,            0.023399,             0.12358,           0.0077423,            0.006139,            0.006139,            0.006139
                 197,            0.021921,            0.085976,           0.0015933,             0.76525,             0.76818,              0.8127,             0.59729,            0.023663,             0.12437,           0.0076895,           0.0061192,           0.0061192,           0.0061192
                 198,            0.022035,            0.081749,           0.0015797,              0.7824,             0.75796,             0.78602,             0.57172,            0.023436,             0.12258,           0.0080826,           0.0060994,           0.0060994,           0.0060994
                 199,              0.0215,            0.081752,           0.0015312,              0.7663,             0.77724,             0.77625,             0.56151,            0.024171,             0.12781,           0.0083745,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022612,            0.085486,           0.0016153,             0.78161,             0.72816,             0.77328,             0.56872,            0.024312,             0.13103,            0.009432,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021674,            0.084921,           0.0016311,             0.77312,             0.76618,             0.78751,             0.57481,            0.023952,             0.12839,           0.0091181,             0.00604,             0.00604,             0.00604
                 202,            0.022216,            0.084453,           0.0015479,             0.74874,             0.78317,             0.77642,             0.56705,            0.023857,             0.12668,           0.0094625,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021203,             0.08724,           0.0014791,             0.73466,             0.74729,             0.75704,             0.55817,            0.022941,             0.12741,             0.00901,           0.0060004,           0.0060004,           0.0060004
                 204,            0.021376,            0.084281,           0.0015504,             0.77164,             0.74114,             0.75853,             0.54721,            0.024561,             0.13286,             0.00888,           0.0059806,           0.0059806,           0.0059806
                 205,            0.021878,             0.08353,           0.0016015,             0.80505,             0.73767,             0.77887,             0.57165,            0.023653,             0.12991,           0.0084139,           0.0059608,           0.0059608,           0.0059608
                 206,             0.02222,            0.092157,           0.0015438,             0.77685,             0.77829,             0.78374,             0.57815,            0.023511,             0.12684,           0.0081559,            0.005941,            0.005941,            0.005941
                 207,            0.019798,            0.076747,           0.0014625,              0.7548,             0.77208,             0.78575,             0.58093,            0.023031,             0.12522,           0.0081457,           0.0059212,           0.0059212,           0.0059212
                 208,            0.021892,            0.084356,           0.0014388,             0.76826,             0.73724,             0.76511,             0.55898,            0.023818,              0.1266,           0.0090538,           0.0059014,           0.0059014,           0.0059014
                 209,            0.021089,            0.084186,           0.0015545,             0.71893,             0.77479,             0.79097,              0.5746,            0.023351,             0.12682,            0.008535,           0.0058816,           0.0058816,           0.0058816
                 210,            0.022142,            0.085432,            0.001451,             0.71753,             0.81536,             0.80786,             0.58752,            0.023975,             0.12768,           0.0075818,           0.0058618,           0.0058618,           0.0058618
                 211,            0.022013,            0.085486,           0.0014585,             0.78569,             0.73005,             0.80653,              0.5848,            0.023701,             0.13011,           0.0074768,            0.005842,            0.005842,            0.005842
                 212,            0.022546,            0.085708,           0.0015213,             0.78385,             0.73109,             0.79617,             0.57558,            0.024633,             0.13554,           0.0086625,           0.0058222,           0.0058222,           0.0058222
                 213,            0.021584,            0.089533,           0.0015905,             0.75667,             0.78869,             0.79711,             0.57957,            0.023888,             0.13199,           0.0084012,           0.0058024,           0.0058024,           0.0058024
                 214,            0.021311,            0.083847,           0.0014286,             0.76068,             0.75302,             0.78503,             0.57531,            0.024234,             0.13234,           0.0089686,           0.0057826,           0.0057826,           0.0057826
                 215,            0.020854,            0.081723,           0.0014337,             0.80126,              0.7306,             0.78979,             0.57747,             0.02317,             0.12747,           0.0091549,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021949,             0.08626,           0.0014371,             0.75372,             0.74747,             0.77844,             0.57152,            0.023583,             0.12686,           0.0090035,            0.005743,            0.005743,            0.005743
                 217,            0.021927,            0.086494,           0.0014054,             0.70403,             0.75291,             0.77576,             0.57829,            0.023278,             0.12641,           0.0089017,           0.0057232,           0.0057232,           0.0057232
                 218,            0.022429,            0.088194,           0.0014745,              0.7318,             0.73701,               0.783,             0.57821,            0.023622,             0.12738,           0.0092549,           0.0057034,           0.0057034,           0.0057034
                 219,            0.021608,            0.082392,           0.0015301,             0.75405,             0.77058,             0.79193,             0.58006,             0.02337,             0.13027,            0.008781,           0.0056836,           0.0056836,           0.0056836
                 220,            0.021666,            0.083903,           0.0013973,              0.7195,             0.80856,             0.78766,             0.56829,            0.023786,             0.13157,           0.0080995,           0.0056638,           0.0056638,           0.0056638
                 221,            0.021442,            0.085582,           0.0015001,             0.74998,             0.78436,             0.80689,             0.58677,            0.024019,             0.13053,           0.0080826,            0.005644,            0.005644,            0.005644
                 222,            0.020802,            0.081756,           0.0014319,             0.70839,             0.81904,             0.80867,             0.59016,            0.023338,             0.13099,           0.0086574,           0.0056242,           0.0056242,           0.0056242
                 223,             0.02036,            0.081036,            0.001432,             0.84066,              0.7026,              0.8011,             0.58477,            0.023556,             0.12391,           0.0078831,           0.0056044,           0.0056044,           0.0056044
                 224,            0.020705,            0.078724,           0.0014761,             0.79901,             0.73976,             0.79464,              0.5857,            0.023133,             0.12247,           0.0076579,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020325,            0.081976,           0.0013629,             0.77822,             0.77279,             0.78478,             0.57586,            0.023426,             0.12493,           0.0076687,           0.0055648,           0.0055648,           0.0055648
                 226,            0.021019,             0.08285,           0.0014425,             0.76974,             0.77068,             0.78286,             0.57343,            0.023511,             0.12825,           0.0081357,            0.005545,            0.005545,            0.005545
                 227,            0.020501,            0.086139,           0.0014075,             0.72837,             0.79752,             0.76892,             0.56212,            0.023696,              0.1308,            0.008628,           0.0055252,           0.0055252,           0.0055252
                 228,            0.020939,            0.084811,           0.0014124,             0.73769,             0.77485,             0.78268,             0.57507,             0.02319,             0.12886,           0.0088407,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020868,            0.084272,           0.0015034,             0.73855,             0.74505,             0.79657,             0.57931,            0.023706,             0.13039,           0.0087548,           0.0054856,           0.0054856,           0.0054856
                 230,            0.021232,            0.085812,           0.0014436,             0.77592,             0.72407,             0.78463,              0.5803,            0.023185,             0.12894,           0.0091492,           0.0054658,           0.0054658,           0.0054658
                 231,            0.021019,            0.080239,           0.0014266,             0.77979,             0.75742,             0.77217,             0.56551,            0.023315,             0.12808,           0.0095193,            0.005446,            0.005446,            0.005446
                 232,            0.021509,            0.081792,             0.00149,             0.76555,              0.7518,             0.76982,             0.56374,            0.023108,             0.12906,           0.0099289,           0.0054262,           0.0054262,           0.0054262
                 233,            0.021578,            0.086227,           0.0014521,             0.77431,             0.72982,             0.76964,             0.56058,            0.023976,             0.13125,           0.0093997,           0.0054064,           0.0054064,           0.0054064
                 234,             0.02118,            0.082847,           0.0013757,             0.80939,             0.75075,             0.79423,             0.58254,            0.023138,             0.12809,           0.0085625,           0.0053866,           0.0053866,           0.0053866
                 235,             0.02058,            0.084983,           0.0015074,             0.78739,             0.76008,             0.79655,             0.58369,             0.02343,             0.12938,           0.0090272,           0.0053668,           0.0053668,           0.0053668
                 236,            0.021361,            0.086087,            0.001417,             0.77125,             0.75814,             0.79665,             0.58381,             0.02347,             0.12646,           0.0085927,            0.005347,            0.005347,            0.005347
                 237,            0.020043,            0.079959,           0.0013457,             0.79027,             0.73426,             0.79604,             0.58194,            0.023276,             0.12905,           0.0084363,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020493,            0.083048,           0.0012924,             0.77769,             0.75469,             0.78259,             0.57954,            0.023013,             0.12994,           0.0083659,           0.0053074,           0.0053074,           0.0053074
                 239,             0.01996,            0.083079,           0.0014173,             0.71847,             0.78128,             0.76555,             0.56441,             0.02345,             0.13092,           0.0082902,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020411,            0.082876,           0.0013648,             0.76848,             0.73188,             0.76582,             0.55852,            0.023785,             0.13428,           0.0081924,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020213,            0.086103,           0.0013197,             0.79739,             0.72878,             0.77278,             0.56922,            0.023722,              0.1313,           0.0079588,            0.005248,            0.005248,            0.005248
                 242,            0.020665,            0.082008,           0.0013174,             0.79601,             0.73039,             0.77252,             0.57391,            0.022892,             0.12801,           0.0080928,           0.0052282,           0.0052282,           0.0052282
                 243,             0.02046,             0.08355,           0.0014649,             0.74711,             0.75448,              0.7654,             0.56289,            0.023831,             0.13048,           0.0078264,           0.0052084,           0.0052084,           0.0052084
                 244,            0.020638,            0.082283,           0.0014023,             0.75592,              0.7615,             0.77398,             0.56224,            0.022961,              0.1267,           0.0083002,           0.0051886,           0.0051886,           0.0051886
                 245,            0.020945,            0.078778,           0.0013751,             0.75321,             0.76843,             0.79042,             0.57495,            0.023613,             0.12954,           0.0079171,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019556,            0.079572,           0.0014228,             0.77434,             0.77649,             0.79487,             0.57645,            0.023727,             0.13111,           0.0075618,            0.005149,            0.005149,            0.005149
                 247,            0.018897,            0.074645,           0.0012552,             0.78581,             0.73626,             0.77683,             0.56762,            0.023582,             0.13351,           0.0082008,           0.0051292,           0.0051292,           0.0051292
                 248,            0.020091,            0.079404,           0.0013042,             0.73404,             0.76281,             0.78046,             0.57547,            0.023562,             0.12848,           0.0077898,           0.0051094,           0.0051094,           0.0051094
                 249,             0.01892,            0.078675,           0.0012766,             0.73992,             0.74311,             0.76674,             0.56733,            0.023227,             0.13021,           0.0082404,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019997,            0.082256,            0.001266,             0.72879,             0.75877,             0.76989,             0.56634,            0.023334,              0.1318,           0.0081057,           0.0050698,           0.0050698,           0.0050698
                 251,            0.020087,             0.08053,           0.0013905,             0.75705,             0.74955,             0.77871,             0.57892,            0.023081,             0.13071,           0.0080364,             0.00505,             0.00505,             0.00505
                 252,            0.021175,            0.084247,           0.0013662,             0.71162,              0.8024,             0.77756,             0.57772,             0.02311,             0.13143,            0.008657,           0.0050302,           0.0050302,           0.0050302
                 253,            0.020145,            0.082243,           0.0013353,             0.74161,             0.77821,             0.78516,             0.58354,            0.023206,             0.13127,           0.0083486,           0.0050104,           0.0050104,           0.0050104
                 254,            0.021078,            0.080498,           0.0014517,             0.78901,             0.73933,             0.78816,             0.58453,            0.023279,             0.13229,           0.0078657,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019288,            0.080983,           0.0013704,             0.83177,             0.69951,             0.78756,             0.58777,            0.023169,             0.12989,           0.0075926,           0.0049708,           0.0049708,           0.0049708
                 256,            0.020731,            0.083476,           0.0013074,             0.80151,             0.72342,             0.79031,             0.57999,            0.023309,             0.13189,           0.0078593,            0.004951,            0.004951,            0.004951
                 257,            0.020041,            0.078417,           0.0013386,             0.81557,             0.72049,             0.79433,             0.58143,            0.023811,             0.13172,           0.0082915,           0.0049312,           0.0049312,           0.0049312
                 258,            0.020914,            0.079815,           0.0014036,             0.80436,             0.74038,             0.77304,             0.57107,            0.023462,              0.1297,           0.0085369,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020101,            0.083991,           0.0013217,             0.78616,             0.75723,             0.77565,             0.57049,            0.022998,             0.12779,           0.0082716,           0.0048916,           0.0048916,           0.0048916
                 260,            0.020461,            0.077512,           0.0012587,             0.77074,             0.77475,              0.7751,             0.56839,            0.022987,             0.12757,           0.0079997,           0.0048718,           0.0048718,           0.0048718
                 261,            0.020373,             0.08185,           0.0012892,             0.75483,             0.78421,             0.77976,             0.56894,            0.023382,             0.13027,           0.0083637,            0.004852,            0.004852,            0.004852
                 262,            0.019736,            0.080139,            0.001321,              0.7728,             0.74364,             0.76591,             0.56084,            0.023193,             0.13054,           0.0084886,           0.0048322,           0.0048322,           0.0048322
                 263,            0.018607,            0.076384,           0.0012455,              0.7719,             0.76773,             0.77126,             0.56476,            0.023037,             0.13085,            0.008183,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020325,            0.080463,           0.0012767,             0.78028,             0.73517,             0.76778,             0.55516,             0.02356,             0.13339,           0.0086709,           0.0047926,           0.0047926,           0.0047926
                 265,            0.019278,            0.080487,           0.0012347,             0.72477,             0.77323,             0.76266,             0.55833,            0.023345,             0.13245,           0.0087158,           0.0047728,           0.0047728,           0.0047728
                 266,            0.020243,            0.078247,           0.0012709,             0.79815,             0.74615,             0.77934,             0.57536,            0.023567,             0.13282,            0.008101,            0.004753,            0.004753,            0.004753
                 267,             0.02031,            0.083102,           0.0013294,             0.79818,             0.73578,             0.77368,             0.57274,            0.023354,             0.13145,           0.0084507,           0.0047332,           0.0047332,           0.0047332
                 268,            0.020101,            0.081635,           0.0012345,              0.7703,             0.75272,             0.77728,             0.57465,            0.023223,             0.13013,           0.0083218,           0.0047134,           0.0047134,           0.0047134
                 269,            0.019323,             0.07854,           0.0012026,             0.77304,             0.76167,               0.778,             0.57537,            0.023194,             0.13082,           0.0080696,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019554,            0.079756,           0.0012395,              0.7757,             0.75931,             0.77927,             0.57408,            0.023203,              0.1295,           0.0081283,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019022,            0.076058,           0.0012718,             0.78103,             0.75571,             0.77439,             0.57154,            0.023083,             0.12692,           0.0090283,            0.004654,            0.004654,            0.004654
                 272,            0.020995,            0.082162,           0.0012226,             0.78442,             0.74312,             0.76262,             0.55821,            0.023293,             0.12693,           0.0092122,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019317,            0.078919,           0.0012244,             0.79548,              0.7441,             0.76177,             0.55778,            0.023632,             0.13201,           0.0091867,           0.0046144,           0.0046144,           0.0046144
                 274,            0.019609,            0.076069,           0.0012495,             0.82033,             0.75376,             0.78852,             0.58402,            0.023122,             0.13146,           0.0090288,           0.0045946,           0.0045946,           0.0045946
                 275,            0.018333,            0.079322,           0.0011585,              0.7757,             0.76594,             0.78898,             0.58292,            0.023005,             0.13137,           0.0083168,           0.0045748,           0.0045748,           0.0045748
                 276,            0.020419,            0.079846,           0.0012252,              0.7812,             0.74977,             0.78698,             0.58087,            0.023366,             0.13062,           0.0083483,            0.004555,            0.004555,            0.004555
                 277,            0.019245,            0.078251,           0.0013091,              0.7873,             0.75899,             0.79196,             0.58481,            0.023087,             0.13017,           0.0082534,           0.0045352,           0.0045352,           0.0045352
                 278,            0.019178,            0.077092,           0.0012059,             0.78973,             0.75484,             0.78077,             0.57232,            0.022864,             0.13023,           0.0087246,           0.0045154,           0.0045154,           0.0045154
                 279,            0.019044,            0.079961,           0.0011792,             0.75784,             0.78225,             0.78253,             0.57146,            0.023298,             0.13144,           0.0086002,           0.0044956,           0.0044956,           0.0044956
                 280,            0.019202,            0.078138,           0.0011369,              0.7641,             0.75425,             0.77519,             0.56702,             0.02332,             0.13055,           0.0079716,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019452,            0.082853,           0.0012503,             0.78906,              0.7241,             0.79544,             0.58357,            0.023132,             0.12944,           0.0076343,            0.004456,            0.004456,            0.004456
                 282,            0.018777,            0.078863,           0.0011644,             0.78849,             0.74831,             0.79466,              0.5842,            0.022856,             0.12904,           0.0077156,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018417,            0.078681,           0.0011657,             0.78172,             0.77766,             0.79077,              0.5863,            0.023368,             0.12961,           0.0075532,           0.0044164,           0.0044164,           0.0044164
                 284,            0.018625,            0.075346,           0.0011898,             0.73759,             0.79857,             0.78598,             0.58028,            0.023156,             0.12838,           0.0078312,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018487,            0.071422,           0.0010941,             0.79612,             0.73658,             0.77513,             0.57179,             0.02344,             0.12813,           0.0078618,           0.0043768,           0.0043768,           0.0043768
                 286,            0.019297,            0.075526,           0.0011915,             0.80538,             0.75349,             0.78321,             0.57937,            0.023032,             0.12842,           0.0078531,            0.004357,            0.004357,            0.004357
                 287,            0.018958,              0.0776,           0.0011383,             0.74975,             0.79462,             0.78639,              0.5819,            0.022993,             0.12823,           0.0080434,           0.0043372,           0.0043372,           0.0043372
                 288,            0.019787,            0.078596,           0.0012534,             0.79143,             0.75257,             0.77991,              0.5745,            0.023281,             0.12906,           0.0087091,           0.0043174,           0.0043174,           0.0043174
                 289,            0.019122,             0.07462,           0.0012327,             0.75728,              0.7416,             0.77497,             0.57168,            0.022983,             0.13007,           0.0090132,           0.0042976,           0.0042976,           0.0042976
                 290,            0.018881,            0.076489,           0.0011856,             0.78467,             0.75145,             0.78251,             0.57702,            0.023178,             0.13225,           0.0087232,           0.0042778,           0.0042778,           0.0042778
                 291,               0.019,            0.074948,           0.0011726,             0.77653,             0.75627,             0.77748,             0.57405,            0.023269,             0.13218,            0.008445,            0.004258,            0.004258,            0.004258
                 292,            0.019255,            0.079654,           0.0011542,             0.72935,             0.78574,             0.77215,             0.57071,            0.023162,             0.13283,           0.0084563,           0.0042382,           0.0042382,           0.0042382
                 293,            0.019353,            0.079434,           0.0012164,             0.79649,             0.72053,             0.76985,             0.56984,            0.023047,             0.13076,           0.0084635,           0.0042184,           0.0042184,           0.0042184
                 294,            0.019196,            0.075831,           0.0011513,             0.77719,             0.72349,             0.77046,             0.56988,            0.022958,             0.13116,           0.0088946,           0.0041986,           0.0041986,           0.0041986
                 295,            0.018642,             0.07644,             0.00126,             0.75427,             0.74302,             0.75758,             0.55901,            0.023133,             0.13065,           0.0090994,           0.0041788,           0.0041788,           0.0041788
                 296,            0.017996,            0.080349,            0.001174,             0.72986,             0.77114,             0.76912,             0.56319,            0.023558,             0.13405,           0.0088459,            0.004159,            0.004159,            0.004159
                 297,            0.018111,              0.0735,            0.001137,             0.76747,             0.75935,             0.79898,             0.58685,            0.023297,             0.13401,           0.0080612,           0.0041392,           0.0041392,           0.0041392
