               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   3,             0.11137,             0.66502,             0.02215,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01041,             0.01041,             0.01041
                   4,             0.14338,             0.33637,            0.021771,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091249,           0.0091249,           0.0091249
                   5,             0.14572,             0.27075,            0.019743,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0078399,           0.0078399,           0.0078399
                   6,             0.13989,             0.23205,            0.018637,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065549,           0.0065549,           0.0065549
                   7,             0.13536,             0.23388,            0.017645,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052699,           0.0052699,           0.0052699
                   8,             0.13027,             0.22767,             0.01695,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039849,           0.0039849,           0.0039849
                   9,             0.12646,             0.22202,            0.016741,             0.77143,              0.1471,             0.10326,            0.030302,             0.11949,             0.27019,            0.015956,           0.0026998,           0.0026998,           0.0026998
                   0,            0.068139,               0.151,            0.003327,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037268,           0.0037268,            0.073134
                   1,             0.04005,             0.10416,           0.0021983,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067727,           0.0067727,            0.041763
                   2,            0.030045,            0.092668,           0.0019902,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090681,           0.0090681,           0.0096417
                   3,            0.030096,            0.093448,           0.0023588,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079931,           0.0079931,           0.0079931
                   4,            0.030535,            0.087223,           0.0023053,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079931,           0.0079931,           0.0079931
                   5,            0.027203,            0.090144,           0.0023143,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068675,           0.0068675,           0.0068675
                   6,             0.02544,            0.081267,           0.0022732,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057418,           0.0057418,           0.0057418
                   7,             0.02432,            0.085052,           0.0020135,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046162,           0.0046162,           0.0046162
                   8,            0.023494,            0.077135,           0.0018863,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034906,           0.0034906,           0.0034906
                   9,            0.023212,             0.08386,           0.0018455,             0.76715,             0.78498,             0.80345,             0.58096,            0.027779,             0.12103,           0.0064658,            0.002365,            0.002365,            0.002365
                   0,             0.06566,             0.13817,           0.0026883,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044299,           0.0044299,            0.074687
                   1,             0.03323,             0.10849,           0.0016762,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0080504,           0.0080504,            0.043179
                   2,            0.030289,             0.10123,           0.0017825,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010779,            0.010779,            0.010779
                   3,            0.030206,             0.10256,           0.0022975,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010779,            0.010779,            0.010779
                   4,            0.026695,            0.090153,           0.0022081,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0094483,           0.0094483,           0.0094483
                   5,            0.025528,            0.093524,           0.0019847,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081178,           0.0081178,           0.0081178
                   6,            0.023971,            0.083172,           0.0020098,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067872,           0.0067872,           0.0067872
                   7,            0.022582,            0.085859,           0.0017827,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054566,           0.0054566,           0.0054566
                   8,            0.021501,            0.083253,           0.0016529,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041261,           0.0041261,           0.0041261
                   9,            0.020751,            0.081241,           0.0016446,             0.76965,             0.73041,             0.78484,             0.57461,            0.023257,             0.11674,           0.0055813,           0.0027955,           0.0027955,           0.0027955
                   0,            0.075914,             0.12846,           0.0026316,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039981,           0.0039981,            0.057988
                   1,            0.042218,            0.099286,           0.0018321,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072661,           0.0072661,            0.029497
                   2,            0.036719,            0.088679,           0.0017906,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087513,           0.0087513,           0.0087513
                   3,            0.035171,            0.084086,           0.0019955,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087513,           0.0087513,           0.0087513
                   4,            0.031707,            0.078128,           0.0019764,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076719,           0.0076719,           0.0076719
                   5,            0.029459,            0.080169,            0.001861,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065926,           0.0065926,           0.0065926
                   6,            0.028047,            0.071562,           0.0018772,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055132,           0.0055132,           0.0055132
                   7,            0.026565,            0.074918,           0.0017656,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044338,           0.0044338,           0.0044338
                   8,            0.026042,            0.072977,           0.0017017,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033545,           0.0033545,           0.0033545
                   9,            0.025602,            0.071331,           0.0016881,             0.79925,             0.74036,             0.80945,              0.5919,            0.026873,             0.10138,           0.0044193,           0.0022751,           0.0022751,           0.0022751
